Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PERCEPTION,Year
IR17-I-2-18243,"Indian Institute of Science Bangalore",Bengaluru,Karnataka,83.28,1,83.11,87.59,87.97,61.48,83.33,2017
IR17-I-1-1-77,"Indian Institute of Technology Madras",Chennai,Tamil Nadu,73.97,2,69.49,72.6,84.02,76.75,68.7,2017
IR17-I-2-18633,"Indian Institute of Technology Bombay",Mumbai,Maharashtra,71.78,3,64.68,78.14,70.07,65.8,83.44,2017
IR17-I-2-18630,"Indian Institute of Technology Kharagpur",Kharagpur,West Bengal,68.43,4,55.07,70.46,85.11,72.85,64.72,2017
IR17-I-2-1-79,"Indian Institute of Technology Delhi",New Delhi,Delhi,64.18,5,55.45,68.48,65.92,68.69,69.53,2017
IR17-I-2-1-319,"Jawaharlal Nehru University",New Delhi,Delhi,61.53,6,62.11,33.96,98.71,82.4,47.27,2017
IR17-I-2-18248,"Indian Institute of Technology Kanpur",Kanpur,Uttar Pradesh,60.69,7,60.07,62.14,58.34,60.01,63.62,2017
IR17-I-2-1-251,"Indian Institute of Technology Guwahati",Guwahati,Assam,60.37,8,65.53,47.46,78.28,79.28,28.79,2017
IR17-I-2-18677,"Indian Institute of Technology Roorkee",Roorkee,Uttarakhand,59.84,9,52.24,56.6,83.38,72.7,32.38,2017
IR17-I-2-18500,"Banaras Hindu University",Varanasi,Uttar Pradesh,58.92,10,47.85,49.96,94.36,62.97,44.01,2017
IR17-I-2-30673,"Jawaharlal Nehru Centre for Advanced Scientific Research",Bengaluru,Karnataka,58.25,11,78.28,51.93,68.79,47.44,6.92,2017
IR17-I-2-10326,"Jadavpur University",Kolkata,West Bengal,57.32,12,48.64,54.09,91.42,53.37,28.81,2017
IR17-I-2-18292,"Anna University",Chennai,Tamil Nadu,56.5,13,46.25,54.58,79.31,60.01,43.94,2017
IR17-I-2-1-2813521158,"University of Hyderabad",Hyderabad,Telangana,56.3,14,57.3,42.77,78.79,78.13,27.06,2017
IR17-I-2-18552,"University of Delhi",Delhi,Delhi,55.37,15,43.48,56.61,82.06,58.6,30.76,2017
IR17-I-2-18267,"Amrita Vishwa Vidyapeetham",Coimbatore,Tamil Nadu,54.7,16,62.9,39.49,65.77,82.17,26.12,2017
IR17-I-1-18698,"Indian Institute of Management Ahmedabad",Ahmedabad,Gujarat,54.27,17,78.14,13.85,62.91,80.97,59.91,2017
IR17-I-2-1-618,"Savitribai Phule Pune University",Pune,Maharashtra,52.81,18,56.39,35.03,85.13,72.26,11.2,2017
